model_name,mae,rmse,mape,da,wba,fq_score,n_folds,weight
svr,3.2679262688963853,4.010676670983487,0.041793150470642436,0.7083333333333334,0.9166666666666667,0.8753875283363365,2,0.529673611621046
lasso,4.696216555275198,6.172257094073531,0.060948704038036886,0.5833333333333333,0.7916666666666667,0.7773048262199838,2,0.4703263883789539
